,date,andhra pradesh,arunachal pradesh,assam,bihar,chandigarh,chhattisgarh,dd,delhi,dnh,dvc,essar steel,goa,gujarat,haryana,hp,j&k,jharkhand,karnataka,kerala,maharashtra,manipur,meghalaya,mizoram,mp,nagaland,odisha,pondy,punjab,rajasthan,sikkim,tamil nadu,telangana,tripura,up,uttarakhand,west bengal
2081,2019-05-30,183.2,2.1,27.0,92.4,6.0,88.6,7.5,128.1,17.8,72.0,6.4,12.3,394.1,185.9,30.3,47.0,26.3,213.1,85.1,509.6,2.5,4.9,1.7,226.4,2.2,91.6,9.3,183.6,250.0,1.0,349.5,177.5,5.3,469.0,46.7,189.0
2082,2019-05-31,196.3,2.1,26.7,80.5,6.2,86.2,7.4,131.6,16.5,66.0,5.7,12.3,392.8,189.1,30.5,47.4,24.8,212.7,84.1,505.9,2.4,4.9,1.7,226.6,2.1,96.6,9.2,188.8,255.7,1.2,343.0,181.2,4.8,445.2,47.8,175.9
2084,2019-06-02,194.2,2.0,29.8,88.8,6.0,88.5,7.1,132.7,16.3,66.3,6.1,12.3,376.2,182.0,27.0,46.8,25.1,184.8,77.6,489.6,2.3,5.9,1.7,215.2,2.5,85.8,8.2,186.9,260.2,0.9,313.7,167.0,4.4,439.0,43.0,153.4
2085,2019-06-03,174.6,2.2,28.3,93.8,6.5,85.5,7.1,135.5,17.6,64.0,5.5,12.3,390.7,189.3,30.3,42.6,19.6,175.5,79.6,500.4,2.4,5.9,1.8,216.9,2.1,80.5,9.0,181.3,261.8,1.2,328.4,154.4,4.0,412.6,45.8,152.9
2086,2019-06-04,183.4,2.2,26.6,104.1,5.2,90.6,7.5,131.8,17.6,66.5,5.8,12.3,394.8,184.2,28.1,42.4,24.8,197.4,82.5,495.4,2.5,5.8,1.9,223.0,2.1,88.1,9.1,162.6,268.1,1.1,343.5,154.8,4.5,444.2,46.6,167.4
2087,2019-06-05,193.4,2.1,29.9,109.2,5.9,92.1,7.5,131.2,17.5,67.4,5.5,12.0,387.9,189.4,30.4,47.6,26.7,199.3,75.9,492.8,2.8,6.0,1.7,227.5,2.1,89.1,8.8,186.4,271.3,1.1,324.2,168.2,5.3,471.8,47.5,155.0
2088,2019-06-06,184.1,2.1,31.2,104.2,5.7,89.6,7.5,134.4,17.6,67.6,5.4,11.9,395.0,185.1,29.0,47.5,27.5,175.5,77.8,494.2,2.7,6.0,1.7,227.6,2.2,81.3,9.0,198.8,270.4,1.2,331.6,160.9,5.1,431.1,42.1,155.6
2089,2019-06-07,187.5,2.0,30.3,104.5,5.7,85.1,7.7,129.2,17.5,64.8,6.2,11.9,400.8,183.5,30.6,47.9,25.8,179.1,79.1,485.7,2.4,5.8,1.8,223.5,2.1,89.4,9.2,186.0,275.2,1.2,339.9,159.9,5.0,381.6,41.9,160.6
2090,2019-06-08,187.2,2.0,31.1,107.1,5.7,85.6,7.6,129.0,17.4,64.1,5.4,11.9,398.1,187.4,30.1,47.5,26.8,180.8,78.7,472.7,2.3,5.9,1.7,219.8,2.1,88.0,9.2,190.3,271.0,1.2,337.3,144.0,4.9,433.9,46.1,166.4
2091,2019-06-09,189.7,2.2,29.3,105.8,6.1,90.0,7.4,123.8,17.1,66.6,5.5,11.9,387.1,179.9,26.8,46.0,27.0,173.7,65.8,461.6,2.2,6.0,1.6,219.9,2.3,91.6,8.2,188.4,264.9,1.0,312.0,156.0,4.6,443.4,42.7,174.5
2092,2019-06-10,181.0,2.3,30.5,96.9,6.3,92.4,6.4,136.7,17.4,66.9,5.1,11.9,398.0,194.8,29.3,47.7,27.3,187.2,65.8,459.6,2.3,6.0,1.7,221.9,2.3,94.2,8.7,203.3,269.8,1.2,327.3,165.1,4.8,449.6,46.2,186.0
2093,2019-06-11,191.0,2.3,31.8,90.2,6.7,91.5,5.3,139.1,16.6,67.2,5.3,11.9,398.0,199.8,30.1,42.0,27.2,185.6,67.2,471.4,2.6,5.8,1.7,225.2,2.2,105.6,8.8,210.1,278.0,1.2,332.0,169.3,5.8,461.2,48.1,186.4
2095,2019-06-13,198.4,2.2,34.9,86.7,6.2,92.1,7.4,136.1,16.0,66.8,5.1,10.4,302.6,185.3,30.2,48.3,23.1,178.9,64.5,457.8,2.8,5.8,1.7,210.1,2.1,82.2,8.9,228.6,244.4,1.3,338.7,168.5,5.1,430.6,45.5,168.4
2097,2019-06-15,201.8,2.1,31.8,106.1,6.1,89.6,7.6,130.7,17.4,66.5,6.6,11.5,342.9,201.3,31.1,46.9,27.3,198.1,71.9,464.0,2.2,6.1,1.8,203.4,2.1,87.1,9.1,240.2,257.9,1.1,332.9,168.4,5.0,450.6,46.9,180.4
2098,2019-06-16,197.6,2.2,30.0,110.7,5.7,86.9,7.0,117.9,17.3,65.8,6.4,11.5,325.4,165.9,27.8,46.8,26.4,192.8,69.0,455.8,2.5,5.8,1.8,191.1,2.3,77.4,8.5,237.6,223.1,0.9,330.6,166.4,5.1,413.3,42.7,177.0
2099,2019-06-17,193.4,2.4,30.2,108.7,6.0,83.8,7.3,114.8,17.5,66.3,5.4,11.5,330.9,169.4,29.0,49.3,27.2,218.2,75.0,473.9,2.3,5.1,1.5,195.0,2.3,87.4,8.9,232.0,235.1,1.2,347.5,166.1,5.0,405.1,41.8,187.7
2100,2019-06-18,197.0,2.4,32.7,106.4,5.5,87.9,7.6,99.3,17.8,68.1,5.6,11.5,316.1,140.6,29.4,44.9,27.3,217.5,75.8,476.8,2.3,5.7,1.5,202.7,2.3,82.8,9.2,206.1,223.7,1.2,354.1,171.0,5.7,384.1,42.6,176.5
2101,2019-06-19,204.0,2.3,33.9,106.7,5.7,89.6,7.6,106.4,17.9,66.8,6.4,11.5,319.2,172.2,29.6,45.9,26.6,218.4,73.3,473.8,2.5,6.0,1.7,187.8,2.2,92.9,9.0,246.5,208.5,1.3,355.5,172.7,5.8,394.1,44.2,192.0
2102,2019-06-20,195.3,2.2,35.1,108.4,5.7,88.9,7.6,112.0,18.2,63.9,6.2,11.5,338.8,179.9,29.8,44.9,25.6,218.4,72.0,479.4,2.6,5.9,1.8,196.1,2.3,102.3,9.1,228.4,224.0,1.3,348.5,170.2,5.4,389.6,44.1,184.5
2105,2019-06-23,169.6,2.3,32.3,97.7,5.6,76.7,7.2,121.0,18.2,62.7,7.8,12.4,335.9,196.1,28.2,41.0,24.0,182.3,63.4,429.1,2.5,6.0,1.8,189.1,2.4,84.3,8.7,259.3,240.1,1.0,310.1,144.8,5.3,382.0,40.8,163.8
2106,2019-06-24,176.2,2.4,33.2,109.3,6.2,85.2,7.2,123.2,18.6,66.7,5.6,12.4,340.6,197.7,28.7,48.5,25.3,191.5,71.4,436.2,2.6,5.6,1.9,190.4,2.4,91.1,8.4,249.8,240.6,1.2,329.9,151.8,5.7,383.0,40.1,183.4
2107,2019-06-25,178.1,2.3,32.7,113.8,6.2,91.1,7.4,126.1,18.7,67.7,6.3,12.4,334.7,209.8,29.1,44.8,25.6,199.2,73.2,451.0,2.5,5.7,1.5,195.1,2.5,92.9,8.8,250.6,242.9,1.1,347.7,156.6,5.4,407.9,44.4,195.2
2108,2019-06-26,179.0,2.3,27.7,99.1,6.5,90.5,7.7,135.1,18.9,66.1,6.0,12.4,330.8,219.4,30.8,45.8,24.3,198.1,74.2,458.8,2.4,5.3,1.8,192.8,2.5,97.7,8.6,274.1,248.5,1.2,330.3,162.2,5.1,416.9,46.5,181.6
2110,2019-06-28,185.0,2.2,29.6,103.1,6.7,87.3,7.5,133.5,18.5,67.8,6.5,12.4,331.8,219.7,31.7,48.8,25.2,195.2,76.1,407.6,2.6,5.4,1.7,188.4,2.2,88.4,8.6,282.7,254.7,1.3,337.3,163.5,5.5,446.8,47.2,175.9
2111,2019-06-29,184.6,2.3,31.1,101.1,6.8,89.7,7.2,136.7,17.1,62.6,5.4,10.9,328.2,224.5,31.5,44.6,25.3,191.8,77.2,388.5,2.8,5.8,1.7,187.4,2.2,90.4,8.6,281.5,255.7,1.2,339.7,147.0,5.4,452.6,48.6,176.3
2112,2019-06-30,174.3,2.2,32.7,100.3,6.1,86.3,6.8,136.0,17.4,66.5,5.7,10.0,319.5,211.8,28.5,42.3,25.7,170.3,70.3,371.1,2.7,6.0,1.7,171.4,2.2,88.4,8.1,286.0,246.4,1.0,319.5,136.3,5.5,445.1,44.9,162.5
2113,2019-07-01,169.9,2.3,33.0,104.7,7.2,80.8,6.6,145.2,17.4,64.6,4.7,10.0,330.7,228.1,29.6,44.4,23.4,184.6,76.4,376.7,2.5,5.6,1.9,172.7,2.3,76.5,8.4,290.1,247.9,1.1,334.9,144.8,5.3,454.3,46.5,167.6
2114,2019-07-02,171.9,2.2,31.7,92.6,7.2,73.1,7.1,147.1,17.8,63.2,5.1,10.0,339.0,223.9,30.6,45.6,20.2,192.6,77.1,380.3,2.6,6.0,1.7,167.2,2.2,74.6,8.7,282.1,237.5,1.2,339.7,145.5,4.8,441.3,45.4,164.7
2116,2019-07-04,179.4,2.4,35.0,106.2,6.1,79.8,7.5,139.2,18.8,66.3,5.3,10.0,318.1,208.2,30.0,41.6,22.7,195.4,73.4,392.8,2.5,5.9,1.7,161.1,2.5,81.6,9.4,289.9,237.3,1.2,346.7,152.5,5.1,441.2,45.2,176.1
2117,2019-07-05,169.3,2.2,34.0,107.8,6.5,81.1,7.6,126.4,18.6,65.5,5.1,10.0,322.7,205.8,29.9,41.9,23.4,191.5,72.8,386.3,2.6,5.8,2.0,157.7,2.2,81.0,9.5,284.4,220.9,1.2,347.2,152.5,5.6,403.0,45.1,177.9
2118,2019-07-06,179.4,2.1,30.9,101.6,6.0,77.9,7.5,122.3,18.6,64.0,5.5,10.0,321.8,210.4,29.9,41.0,22.6,183.5,72.7,382.6,2.3,5.6,1.7,154.9,2.0,79.7,9.5,271.4,218.1,1.0,336.3,150.4,5.2,364.9,44.2,161.8
2119,2019-07-07,175.1,2.2,26.8,83.7,5.6,79.0,6.7,119.6,17.3,65.3,6.7,10.5,305.1,199.5,25.0,43.0,21.5,172.9,65.4,367.1,2.4,5.9,1.4,157.1,2.1,80.6,8.7,270.0,201.3,0.8,317.2,147.3,4.3,377.9,42.2,144.9
2120,2019-07-08,182.5,2.5,27.6,78.9,6.5,82.5,7.2,130.2,18.2,65.3,6.1,11.6,331.7,214.9,28.1,44.1,23.5,188.5,69.2,392.3,2.3,5.6,1.7,160.3,2.3,84.0,8.9,291.7,218.1,1.0,336.8,155.9,4.5,368.4,43.9,164.1
2121,2019-07-09,188.4,2.3,28.7,69.9,6.0,83.4,7.6,113.4,18.6,65.5,5.6,11.6,340.4,207.9,28.2,40.8,23.2,195.2,68.6,402.8,2.5,6.0,1.8,165.3,2.3,85.1,8.3,268.9,225.8,1.3,338.4,164.2,4.6,325.6,41.9,170.8
2122,2019-07-10,185.9,2.2,27.1,76.5,5.9,87.3,7.6,127.8,18.7,65.0,9.1,11.6,344.5,210.1,29.8,42.0,22.8,188.8,66.1,403.7,2.6,6.4,1.7,174.2,2.2,89.5,8.2,262.6,239.7,1.1,327.8,166.6,4.6,318.3,43.9,168.6
2123,2019-07-11,187.1,2.3,27.2,59.2,5.5,91.8,7.6,135.5,18.7,64.7,7.2,11.6,354.4,214.6,29.0,42.4,22.6,190.0,67.2,403.8,2.4,5.3,1.7,180.9,2.2,88.3,8.1,244.6,242.6,1.2,327.2,163.8,4.5,313.4,40.3,164.9
2124,2019-07-12,189.0,2.2,26.5,69.9,5.4,96.0,7.7,137.8,18.6,66.6,5.6,11.6,362.9,212.3,29.8,43.5,23.9,196.5,70.1,407.6,2.3,6.3,1.4,189.1,2.3,89.7,8.2,234.5,249.6,1.1,334.7,169.9,3.6,339.7,41.1,152.9
2125,2019-07-13,184.1,2.1,28.1,70.2,4.7,99.2,7.7,132.5,18.6,66.8,5.2,11.6,364.6,207.1,27.0,40.1,25.2,196.1,72.2,415.0,2.4,5.7,1.8,194.2,2.2,90.6,7.6,215.0,252.4,1.0,322.9,166.9,4.1,363.5,38.0,169.5
2126,2019-07-14,171.8,2.0,25.9,71.2,3.7,102.8,7.1,125.5,18.4,66.6,6.2,11.6,346.8,192.3,25.3,40.7,25.2,182.3,65.6,404.8,2.4,5.3,1.6,193.3,2.1,92.4,6.9,174.4,247.6,0.8,294.6,170.2,4.1,370.5,34.4,169.2
2127,2019-07-15,172.3,2.4,24.5,89.3,4.4,104.7,7.4,118.5,18.7,67.7,5.8,11.3,362.2,175.3,28.3,39.9,26.4,194.8,70.0,432.0,2.5,5.1,1.7,202.0,2.1,107.6,7.6,166.0,256.5,0.7,303.6,174.7,3.9,353.6,37.8,181.7
2128,2019-07-16,178.1,2.4,27.3,95.7,4.3,105.6,7.7,108.0,18.9,66.4,6.2,11.4,368.8,157.5,28.3,41.3,26.5,201.1,70.0,444.6,2.4,5.3,1.7,209.7,2.3,103.0,8.2,133.7,264.3,0.5,312.7,182.5,4.2,331.6,36.5,180.8
2129,2019-07-17,181.9,2.4,28.4,97.7,4.7,105.8,7.7,91.6,18.8,65.9,5.3,11.4,372.6,147.1,29.1,43.0,25.6,202.6,69.2,457.9,2.5,5.7,1.8,216.6,2.3,91.6,8.4,147.9,261.6,1.0,324.5,185.7,5.3,363.8,39.1,183.8
2130,2019-07-18,179.2,2.0,32.0,104.5,5.0,102.1,7.7,100.6,18.9,67.9,5.2,11.4,379.3,148.6,29.3,42.7,25.8,199.3,66.6,460.0,2.5,5.3,1.7,218.7,2.1,101.1,8.3,177.2,245.1,1.2,318.3,183.3,5.0,390.3,41.2,194.7
2131,2019-07-19,169.0,2.1,33.6,106.1,5.3,98.7,7.8,108.6,18.8,67.1,5.6,11.4,390.7,171.8,29.5,41.5,26.1,195.4,61.3,449.2,2.6,5.6,1.6,218.6,2.5,96.0,7.8,192.9,240.0,1.5,308.9,182.0,4.7,407.1,42.4,188.9
2132,2019-07-20,165.5,2.2,33.0,105.8,5.5,101.8,7.7,111.1,18.9,67.6,5.4,11.4,387.4,177.1,30.3,43.1,26.9,186.6,60.5,430.9,2.5,5.7,1.5,213.6,2.3,95.5,7.9,206.0,244.3,1.2,291.4,165.9,5.0,415.0,44.6,190.0
2136,2019-07-24,175.2,2.4,29.2,88.2,6.4,106.5,7.4,130.4,19.1,61.1,5.3,11.3,354.3,208.1,32.0,42.9,22.5,172.9,62.7,446.0,2.5,5.4,2.1,220.4,2.2,97.4,8.5,264.8,256.8,1.2,312.3,198.7,4.9,406.8,45.4,180.5
2137,2019-07-25,174.1,2.3,31.7,90.6,6.0,100.1,7.1,115.2,19.0,63.7,5.7,11.3,346.8,183.2,29.5,37.0,22.7,163.7,65.7,423.8,2.6,5.6,1.9,197.9,2.3,86.9,8.5,229.6,219.3,0.9,312.5,199.0,4.7,372.2,40.7,174.5
2138,2019-07-26,158.7,2.3,31.4,97.1,5.5,96.7,7.5,109.3,19.0,63.4,5.7,11.3,338.8,177.2,29.5,42.5,23.2,174.8,65.6,400.5,2.6,5.6,1.7,185.2,2.2,86.2,8.4,220.4,218.3,0.9,300.7,174.1,5.0,357.5,39.5,172.5
2139,2019-07-27,154.9,2.3,30.5,91.9,4.9,91.7,7.2,100.7,18.7,63.5,5.9,11.3,334.6,157.8,28.9,40.5,22.2,165.4,66.3,374.0,2.4,5.7,1.6,183.2,2.3,87.9,8.0,206.3,198.7,0.8,305.3,167.8,4.6,359.1,38.3,166.0
2140,2019-07-28,151.0,2.3,30.9,91.4,4.9,93.7,7.0,98.9,18.7,60.8,7.0,11.3,314.9,153.9,26.3,37.3,21.8,160.8,62.2,364.8,2.6,5.5,1.6,175.8,2.3,89.0,7.4,210.9,159.3,0.5,284.4,161.1,4.8,364.1,37.4,151.3
2141,2019-07-29,155.2,2.2,31.3,93.5,6.0,89.2,7.0,111.8,18.9,60.4,6.0,11.3,299.5,180.5,29.4,41.8,22.1,175.2,68.5,377.1,2.3,5.6,1.8,185.1,2.2,82.6,7.6,231.9,175.3,0.7,301.4,161.3,5.8,399.0,41.0,152.9
2142,2019-07-30,161.8,2.2,33.1,98.9,5.6,83.5,7.2,115.6,18.4,63.3,6.1,11.3,282.0,196.4,29.8,42.3,22.3,167.1,70.3,368.4,2.5,5.5,1.8,183.7,2.2,85.9,7.7,253.8,197.2,0.8,313.9,156.5,4.2,412.5,41.7,167.7
2143,2019-07-31,169.9,2.5,32.5,106.1,5.0,82.2,7.3,117.9,18.3,64.6,5.6,11.3,269.1,193.9,27.9,36.7,24.1,182.5,71.6,360.8,2.5,5.8,1.6,183.4,2.3,89.1,8.2,236.4,209.8,0.8,321.5,169.4,4.3,426.0,40.3,175.9
2144,2019-08-01,166.0,2.4,31.4,105.5,5.3,86.8,7.1,121.9,18.1,63.2,5.7,11.8,260.2,201.8,28.7,38.5,23.8,185.0,72.6,371.2,2.6,5.6,1.6,183.7,2.2,98.1,8.3,229.8,197.6,0.9,325.8,171.8,4.8,437.9,42.4,180.6
2145,2019-08-02,153.9,2.1,33.0,106.7,5.1,90.0,7.2,121.7,17.7,62.9,5.7,11.8,273.8,192.3,28.1,40.4,25.0,184.7,72.4,362.4,2.6,5.6,1.7,189.3,2.2,96.5,8.3,195.0,197.6,0.9,325.4,152.0,5.5,428.3,42.4,178.9
2146,2019-08-03,153.3,2.2,34.3,109.1,5.2,87.5,7.1,112.2,17.9,62.3,6.0,11.8,276.7,182.9,28.8,41.7,24.8,179.9,72.1,356.6,2.7,5.7,1.8,187.9,2.3,97.6,8.0,207.1,189.7,0.8,311.5,144.5,5.4,407.9,39.8,178.9
2147,2019-08-04,152.6,2.3,33.3,111.0,5.1,90.2,6.5,108.0,16.3,62.2,6.4,8.2,263.5,178.2,26.5,42.5,23.8,157.5,65.5,330.8,2.5,5.7,1.8,188.2,2.4,97.2,7.6,218.9,191.9,0.6,295.3,150.3,4.9,417.1,38.8,173.0
2148,2019-08-05,169.3,2.2,34.0,107.8,6.5,81.1,7.6,126.4,18.6,65.5,5.1,10.0,322.7,205.8,29.9,41.9,23.4,191.5,72.8,386.3,2.6,5.8,2.0,157.7,2.2,81.0,9.5,284.4,220.9,1.2,347.2,152.5,5.6,403.0,45.1,177.9
2149,2019-08-06,179.4,2.1,30.9,101.6,6.0,77.9,7.5,122.3,18.6,64.0,5.5,10.0,321.8,210.4,29.9,41.0,22.6,183.5,72.7,382.6,2.3,5.6,1.7,154.9,2.0,79.7,9.5,271.4,218.1,1.0,336.3,150.4,5.2,364.9,44.2,161.8
2150,2019-08-07,175.1,2.2,26.8,83.7,5.6,79.0,6.7,119.6,17.3,65.3,6.7,10.5,305.1,199.5,25.0,43.0,21.5,172.9,65.4,367.1,2.4,5.9,1.4,157.1,2.1,80.6,8.7,270.0,201.3,0.8,317.2,147.3,4.3,377.9,42.2,144.9
2151,2019-08-08,182.5,2.5,27.6,78.9,6.5,82.5,7.2,130.2,18.2,65.3,6.1,11.6,331.7,214.9,28.1,44.1,23.5,188.5,69.2,392.3,2.3,5.6,1.7,160.3,2.3,84.0,8.9,291.7,218.1,1.0,336.8,155.9,4.5,368.4,43.9,164.1
2152,2019-08-09,188.4,2.3,28.7,69.9,6.0,83.4,7.6,113.4,18.6,65.5,5.6,11.6,340.4,207.9,28.2,40.8,23.2,195.2,68.6,402.8,2.5,6.0,1.8,165.3,2.3,85.1,8.3,268.9,225.8,1.3,338.4,164.2,4.6,325.6,41.9,170.8
2153,2019-08-10,185.9,2.2,27.1,76.5,5.9,87.3,7.6,127.8,18.7,65.0,9.1,11.6,344.5,210.1,29.8,42.0,22.8,188.8,66.1,403.7,2.6,6.4,1.7,174.2,2.2,89.5,8.2,262.6,239.7,1.1,327.8,166.6,4.6,318.3,43.9,168.6
2154,2019-08-11,187.1,2.3,27.2,59.2,5.5,91.8,7.6,135.5,18.7,64.7,7.2,11.6,354.4,214.6,29.0,42.4,22.6,190.0,67.2,403.8,2.4,5.3,1.7,180.9,2.2,88.3,8.1,244.6,242.6,1.2,327.2,163.8,4.5,313.4,40.3,164.9
2155,2019-08-12,186.0,2.2,33.9,110.7,6.0,92.7,7.4,115.5,18.5,60.7,4.1,10.3,270.6,206.9,29.1,42.9,24.5,154.5,55.0,379.0,2.4,5.2,1.7,195.4,2.4,94.1,8.5,256.1,211.5,0.8,306.7,196.4,5.5,449.7,39.9,164.8
2156,2019-08-13,183.4,2.2,32.6,96.5,6.3,87.9,7.8,117.8,18.9,57.8,3.0,10.5,292.7,204.7,29.6,38.7,22.9,160.5,58.6,396.2,2.4,5.1,1.8,186.9,2.4,91.3,8.6,229.1,214.5,0.8,312.4,191.9,4.7,420.6,41.4,150.5
2157,2019-08-14,183.6,2.1,33.4,99.9,6.0,80.5,7.8,113.9,18.5,60.6,2.7,10.5,293.4,192.2,29.4,35.7,23.2,161.3,59.4,399.4,2.5,5.5,1.7,169.4,2.2,93.9,8.1,233.8,207.5,0.7,306.8,200.8,5.4,393.0,42.3,152.2
2158,2019-08-15,184.7,2.2,30.3,104.7,5.2,80.3,4.8,98.7,14.9,61.0,2.8,10.5,231.5,170.6,22.8,40.3,24.5,149.9,58.1,344.5,2.5,5.6,1.6,140.7,2.3,96.6,7.3,220.4,171.0,0.5,286.0,190.6,4.7,379.2,33.8,138.2
2159,2019-08-16,183.3,2.0,33.2,108.1,5.6,88.3,6.3,107.7,16.2,61.4,2.5,11.3,258.5,177.7,26.6,38.5,25.2,164.2,62.5,378.1,2.4,5.5,1.3,149.7,2.2,103.9,7.0,226.5,156.0,0.8,301.6,213.1,4.5,377.1,36.1,157.1
2160,2019-08-17,174.0,2.0,35.2,107.8,5.0,97.4,7.6,99.2,18.2,62.0,3.0,11.7,281.8,150.9,29.6,33.5,24.4,158.1,63.8,399.9,2.3,5.5,1.4,164.8,2.2,104.5,6.9,176.1,147.3,0.9,272.1,218.9,4.8,370.6,37.5,151.0
2161,2019-08-18,164.1,2.3,33.3,104.9,3.6,96.0,7.1,89.1,18.4,60.6,4.7,11.7,282.4,125.4,34.0,38.8,21.8,142.7,60.0,399.2,2.3,5.3,1.7,169.2,2.2,89.8,6.5,124.2,163.0,0.6,260.2,217.0,4.5,353.2,30.0,144.9
2162,2019-08-19,164.3,2.3,34.2,104.7,4.8,94.5,7.4,103.8,18.9,61.1,2.8,11.7,300.2,157.5,24.2,34.8,22.1,158.5,65.6,424.5,2.4,5.2,1.6,172.3,2.4,89.8,7.5,163.9,180.9,0.9,282.0,217.8,4.9,379.4,33.9,151.8
2163,2019-08-20,161.9,2.2,36.0,110.7,5.1,94.0,7.6,110.9,18.9,63.2,6.2,11.8,307.4,176.4,25.7,41.0,24.2,160.1,67.4,433.7,2.6,5.7,1.7,172.8,2.4,96.4,7.4,192.4,196.9,1.0,281.3,217.9,5.0,388.0,40.3,166.7
2165,2019-08-22,160.9,2.6,37.2,114.5,5.7,96.9,7.3,115.7,19.0,63.4,7.1,11.9,313.2,189.8,27.5,41.8,25.8,168.4,65.7,426.7,2.9,5.4,1.8,173.9,2.6,99.8,7.4,221.9,222.0,0.8,279.8,204.2,5.3,372.6,40.7,184.4
2166,2019-08-23,164.7,2.6,33.2,110.8,5.6,97.5,7.6,117.0,18.9,62.6,5.9,11.9,313.4,200.7,29.7,41.6,24.8,168.0,63.9,426.8,2.1,5.5,1.8,181.0,2.7,95.2,7.5,239.1,231.7,0.7,284.2,193.4,5.1,400.1,42.9,168.6
2167,2019-08-24,165.4,2.4,34.8,100.7,5.1,95.0,7.4,110.1,18.7,62.8,5.8,11.3,287.5,195.7,28.7,42.5,24.7,160.0,64.6,424.0,2.5,5.5,1.9,174.5,2.5,94.0,7.9,245.6,237.9,0.8,284.2,210.6,4.4,368.5,40.8,161.6
2168,2019-08-25,166.8,2.1,35.1,103.1,4.3,90.8,5.7,102.1,18.4,60.3,6.2,10.2,290.3,175.1,25.6,39.5,23.0,155.9,58.4,414.1,2.4,5.4,1.8,165.6,2.4,87.8,7.4,239.4,229.1,0.6,261.3,212.1,4.6,341.6,37.1,151.5
2169,2019-08-26,175.5,2.3,36.8,109.4,5.4,88.7,7.3,111.7,18.8,58.3,5.8,10.2,319.9,186.0,28.7,35.2,23.9,172.7,62.9,423.5,2.6,5.5,1.7,166.9,2.3,87.6,7.7,245.8,229.7,0.8,284.8,218.1,5.1,362.8,39.8,163.7
2170,2019-08-27,184.6,2.3,37.0,111.8,6.1,87.7,7.6,121.6,18.8,62.6,5.4,10.2,313.0,204.4,29.4,40.8,24.8,182.3,63.4,429.0,2.6,5.2,1.7,169.2,2.3,88.5,8.2,256.7,232.4,0.9,302.4,225.4,5.6,405.5,43.6,167.1
2171,2019-08-28,187.2,2.2,33.8,115.4,6.5,93.2,7.7,128.0,18.8,63.8,5.3,11.1,302.4,217.0,30.0,41.6,25.3,186.2,61.7,439.3,2.4,5.7,1.6,175.4,2.4,84.8,8.4,265.3,221.0,0.9,312.0,235.2,5.3,429.1,45.7,170.3
2172,2019-08-29,194.8,2.2,37.2,117.8,6.0,96.3,7.7,132.7,19.1,64.8,5.2,11.3,305.7,214.8,30.7,42.1,24.9,191.8,65.6,449.4,2.5,5.6,1.8,182.6,2.4,89.2,8.6,266.5,217.3,1.0,310.8,241.7,5.4,430.6,44.2,173.5
2173,2019-08-30,190.4,2.3,36.4,117.6,6.1,96.4,7.7,132.6,19.0,64.8,5.0,11.4,316.9,214.0,29.8,39.7,27.8,192.7,65.6,431.4,2.7,5.3,1.8,185.6,2.2,94.8,8.5,257.9,212.7,1.0,307.0,239.4,6.0,431.3,44.3,178.5
2174,2019-08-31,182.7,2.4,34.9,117.6,6.2,97.0,7.8,129.7,18.4,63.8,5.0,11.4,323.9,218.3,31.5,41.7,27.0,184.8,66.1,402.8,2.5,5.4,1.8,186.8,2.1,95.7,8.4,260.3,214.6,0.9,303.6,205.2,4.7,439.7,43.4,177.2
2175,2019-09-01,167.9,2.1,35.2,117.9,5.3,95.7,6.9,113.9,17.9,63.7,6.6,9.7,300.1,194.6,27.7,37.9,25.9,172.1,60.2,374.7,2.4,5.2,1.7,184.0,2.1,96.9,7.4,233.4,203.9,0.6,278.7,170.6,4.7,409.2,34.9,165.2
2176,2019-09-02,157.2,2.5,35.5,121.4,6.2,90.0,6.0,122.8,17.4,62.3,5.7,8.8,289.7,204.6,29.5,39.5,24.2,171.9,64.9,369.2,2.4,5.0,1.7,186.4,2.0,94.8,7.0,235.3,203.2,0.9,276.8,161.9,4.7,425.6,41.1,171.8
2177,2019-09-03,153.6,2.4,36.1,117.0,6.5,89.7,6.4,129.2,18.3,62.8,5.9,8.8,297.9,215.7,30.7,41.2,25.4,174.9,65.9,395.5,2.5,4.9,1.7,185.2,2.4,91.1,7.1,242.9,212.6,0.9,286.3,168.5,5.0,434.0,43.9,178.4
2178,2019-09-04,159.4,2.2,34.0,112.6,6.1,84.9,6.6,130.3,18.7,61.4,5.7,8.8,296.8,217.8,30.7,40.3,25.1,172.6,65.2,395.5,2.6,5.1,1.8,186.3,2.2,93.6,7.1,246.2,225.5,1.0,291.3,175.3,5.2,414.1,41.1,172.2
2179,2019-09-05,163.6,2.4,33.3,115.3,5.7,88.5,6.9,128.7,18.5,60.2,5.6,10.2,288.7,208.0,29.9,38.6,25.4,170.5,65.1,399.6,2.5,5.3,1.9,188.2,2.5,93.6,7.9,214.3,225.7,1.0,296.9,190.3,5.2,439.6,42.8,171.8
2180,2019-09-06,167.9,2.3,35.2,116.8,5.9,86.8,7.5,128.5,18.6,60.9,6.7,10.2,292.4,209.3,30.8,39.8,25.9,179.2,65.5,397.8,2.5,5.3,1.9,195.1,2.3,90.3,7.9,219.2,228.7,0.9,303.7,193.7,5.2,435.0,42.7,170.8
